League,Home,Away,INC,Round,Date,Time,H_Score,A_Score,HT_H_Score,HT_A_Score,WIN,H_BET,X_BET,A_BET,WIN_BET,OVER_2.5,OVER_3.5,H_15,A_15,H_45_50,A_45_50,H_90,A_90,H_Missing_Players,A_Missing_Players,Missing_Players,H_Ball_Possession,A_Ball_Possession,H_Goal_Attempts,A_Goal_Attempts,H_Shots_on_Goal,A_Shots_on_Goal,H_Attacks,A_Attacks,H_Dangerous_Attacks,A_Dangerous_Attacks,H_Shots_off_Goal,A_Shots_off_Goal,H_Blocked_Shots,A_Blocked_Shots,H_Free_Kicks,A_Free_Kicks,H_Corner_Kicks,A_Corner_Kicks,H_Offsides,A_Offsides,H_Throw_in,A_Throw_in,H_Goalkeeper_Saves,A_Goalkeeper_Saves,H_Fouls,A_Fouls,H_Yellow_Cards,A_Yellow_Cards,Game Link
jupiler-league,Oostende,Club Brugge,"['17' Goal_Away - Adamyan S.', '22' Goal_Home - Jakel F.', '27' Yellow_Away - Mechele B.', '30' Yellow_Home - Urhoghide O.', '32' Goal_Away - Adamyan S.', '63' Own_Away - Scherpen K.()', '90+2' Yellow_Away - Odoi D.']",31,12.03.2022,20:45,1.0,3.0,1.0,2.0,Away,7.8,5.2,1.39,1.39,True,True,False,False,False,False,False,False,4.0,0.0,4.0,45%,55%,16.0,9.0,4.0,4.0,119.0,95.0,58.0,24.0,5.0,5.0,7.0,0.0,,,6.0,4.0,4.0,6.0,,,1.0,3.0,11.0,8.0,1.0,2.0,https://www.flashscore.com/match/x4t7l6n8/#/match-summary/match-summary
bundesliga,Düsseldorf,B. Moenchengladbach,"['22' Goal_Away - Hofmann J.(Thuram M.)', '29' Goal_Home - Thommy E.(Ayhan K.)', '51' Goal_Away - Stindl L.(Thuram M.)', '68' Yellow_Home - Ayhan K.(Podcięcie)', '71' Yellow_Away - Stindl L.(Niesportowe zachowanie)', '75' Yellow_Away - Thuram M.(Niesportowe zachowanie)', '77' Goal_Away - Stindl L.(Zakaria D.)', '82' Goal_Away - Neuhaus F.(Embolo B.)', '90+1' Yellow_Home - Jorgensen M.']",22,15.02.2020,18:30,1.0,4.0,1.0,1.0,Away,4.25,3.85,1.88,1.88,True,True,False,False,False,False,False,False,5.0,3.0,2.0,50%,50%,9.0,17.0,4.0,6.0,92.0,78.0,37.0,28.0,4.0,5.0,1.0,6.0,12.0,13.0,2.0,5.0,2.0,1.0,,,2.0,3.0,10.0,10.0,2.0,2.0,https://www.flashscore.com/match/IZuGnSNJ/#/match-summary/match-summary
jupiler-league,Oostende,St. Liege,"['06' Var_Away', '27' Yellow_Away - Carcela-Gonzalez M.', '30' Goal_Home - Kvasina M.(D', '39' Goal_Home - Batzner N.(Hjulsager A.)', '44' Goal_Home - Theate A.(D', '45' Goal_Away - Muleka J.(Gavory N.)', '45+2' Goal_Away - Carcela-Gonzalez M.(Muleka J.)', '50' Red_Card_Away - Żółta kartka / Carcela-Gonzalez M.', '62' Yellow_Home - Capon B.', '62' Yellow_Home - Theate A.', '64' Goal_Home - Hjulsager A.(Sakala F.)', '78' Yellow_Away - Balikwisha M.', '84' Var_Home', '89' Yellow_Away - Delferriere A.', '90+3' Goal_Home - Ndicka Matam T.(Vandendriessche K.)', '90+6' Goal_Home - Boonen I.(Kvasina M.)']",Conference League Group,01.05.2021,20:45,6.0,2.0,3.0,3.0,Home,2.44,3.57,2.84,2.44,True,True,False,False,False,True,True,False,2.0,4.0,-2.0,49%,51%,19.0,13.0,8.0,7.0,125.0,122.0,71.0,40.0,10.0,2.0,1.0,4.0,,,5.0,2.0,5.0,4.0,,,5.0,2.0,19.0,12.0,2.0,4.0,https://www.flashscore.com/match/61Zl2KFI/#/match-summary/match-summary
laliga,Ath. Bilbao,Sevilla,"['38' Goal_Away - Delaney T.(Montiel G.)', '52' Yellow_Home - Lekue I.(Faul)', '62' Yellow_Home - Garcia D.(Faul)', '65' Yellow_Home - Vencedor U.(Faul)', '73' Yellow_Away - Reges F.(Niesportowe zachowanie)', '88' Yellow_Away - Rekik K.(Niesportowe zachowanie)', '90' Yellow_Away - Kounde J.(Niesportowe zachowanie)', '90+3' Yellow_Home - Martinez I.(Faul)']",17,11.12.2021,21:00,0.0,1.0,0.0,1.0,Away,2.5,3.0,3.3,3.3,False,False,False,False,False,False,False,False,,,,55%,45%,13.0,6.0,2.0,1.0,129.0,84.0,56.0,18.0,8.0,1.0,3.0,4.0,11.0,17.0,9.0,2.0,0.0,1.0,29.0,25.0,0.0,2.0,17.0,10.0,4.0,3.0,https://www.flashscore.com/match/4SJdMYRc/#/match-summary/match-summary
league-one,Ipswich,Sunderland,"['10' Red_Card_Home - Jackson K.', '40' Yellow_Away - Winchester C.', '45+1' Goal_Away - Wyke Ch.(Power M.)', '70' Yellow_Home - Ward S.', '82' Yellow_Home - Dozzell A.']",26,26.01.2021,20:45,0.0,1.0,0.0,1.0,Away,3.35,3.1,2.15,2.15,False,False,False,False,False,True,False,False,0.0,0.0,0.0,35%,65%,6.0,17.0,3.0,6.0,93.0,121.0,28.0,51.0,2.0,5.0,1.0,6.0,,,1.0,6.0,2.0,1.0,,,5.0,3.0,14.0,17.0,2.0,1.0,https://www.flashscore.com/match/KSikMurG/#/match-summary/match-summary
2-bundesliga,St. Pauli,Darmstadt,"['09' Goal_Away - Pfeiffer L.(Tietz P.)', '18' Yellow_Home - Irvine J.', '35' Goal_Away - Holland F.(Bader M.)', '43' Yellow_Away - Skarke T.', '50' Yellow_Home - Hartel M.', '81' Goal_Home - Daschner L.(Burgstaller G.)', '86' Yellow_Away - Tietz P.', '90+2' Yellow_Away - Honsak M.', '90+5' Yellow_Away - Isherwood T.', '90+5' Yellow_Home - Ziereis P.']",31,23.04.2022,20:30,1.0,2.0,0.0,2.0,Away,2.6,3.8,2.55,2.55,True,False,False,True,False,False,False,False,0.0,0.0,0.0,63%,37%,22.0,9.0,8.0,4.0,162.0,81.0,71.0,32.0,14.0,5.0,,,10.0,8.0,5.0,2.0,1.0,0.0,29.0,22.0,2.0,7.0,9.0,12.0,3.0,4.0,https://www.flashscore.com/match/p4nm2uzj/#/match-summary/match-summary
premier-league,Leeds,Leicester,"['02' Goal_Away - Barnes H.(Vardy J.)', '21' Goal_Away - Tielemans Y.', '48' Goal_Home - Dallas S.(Harrison J.)', '50' Yellow_Home - Dallas S.(Podcięcie)', '76' Goal_Away - Vardy J.(Under C.)', '84' Yellow_Away - Thomas L.(Przytrzymywanie)', '90+1' Goal_Away - Tielemans Y.(Penalty )']",7,02.11.2020,21:00,1.0,4.0,0.0,2.0,Away,2.52,3.65,2.82,2.82,True,True,False,True,True,False,False,True,5.0,6.0,-1.0,67%,33%,11.0,10.0,4.0,8.0,145.0,71.0,66.0,41.0,5.0,1.0,2.0,1.0,6.0,10.0,10.0,3.0,2.0,0.0,,,4.0,3.0,9.0,5.0,1.0,1.0,https://www.flashscore.com/match/Yo0S9vVM/#/match-summary/match-summary
serie-a,Spezia,Sassuolo,"['01' Yellow_Home - Reca A.(Podcięcie)', '04' Yellow_Home - Maggiore G.(Nadmierna ostrość)', '16' Var_Home', '26' Yellow_Home - Sala J.(Przytrzymywanie)', '35' Goal_Home - Manaj R.(Reca A.)', '44' Yellow_Away - Frattesi D.(Przytrzymywanie)', '48' Goal_Home - Gyasi E.(Nzola M.)', '66' Goal_Away - Raspadori G.', '74' Yellow_Away - Kyriakopoulos G.(Nadmierna ostrość)', '79' Goal_Away - Raspadori G.(Berardi D.)', '85' Yellow_Away - Berardi D.(Symulowanie)', '90' Yellow_Home - Hristov P.(Nadmierna ostrość)']",16,05.12.2021,15:00,2.0,2.0,1.0,0.0,Draw,3.1,3.6,2.32,3.6,True,True,False,False,True,False,False,False,1.0,4.0,-3.0,34%,66%,9.0,20.0,4.0,5.0,92.0,153.0,25.0,50.0,3.0,8.0,2.0,7.0,10.0,15.0,2.0,5.0,4.0,1.0,,,3.0,2.0,11.0,9.0,4.0,3.0,https://www.flashscore.com/match/C0kYZm3k/#/match-summary/match-summary
eredivisie,Sparta Rotterdam,Feyenoord,"['12' Yellow_Home - Abels D.(Podcięcie)', '75' Yellow_Home - Auassar A.(Podcięcie)', '89' Yellow_Away - Senesi M.(Podcięcie)', '90+1' Goal_Away - Dessers C.']",11,31.10.2021,12:15,0.0,1.0,0.0,0.0,Away,5.9,4.55,1.52,1.52,False,False,False,False,False,False,False,True,0.0,1.0,-1.0,34%,66%,6.0,15.0,2.0,6.0,109.0,111.0,41.0,52.0,2.0,5.0,2.0,4.0,7.0,10.0,7.0,8.0,0.0,1.0,33.0,32.0,5.0,2.0,10.0,6.0,2.0,1.0,https://www.flashscore.com/match/SEWcAEH4/#/match-summary/match-summary
league-one,Fleetwood,Rochdale,"['52' Own_Home - O', '54' Yellow_Away - McLaughlin R.', '66' Yellow_Home - Connolly C.']",41,10.04.2021,16:00,1.0,0.0,0.0,0.0,Home,2.02,3.15,3.65,2.02,False,False,False,False,False,False,False,False,0.0,0.0,0.0,57%,43%,10.0,9.0,1.0,3.0,100.0,101.0,38.0,42.0,6.0,3.0,3.0,3.0,16.0,12.0,5.0,6.0,1.0,3.0,21.0,40.0,3.0,1.0,11.0,12.0,1.0,1.0,https://www.flashscore.com/match/S0q0noF4/#/match-summary/match-summary
league-one,Swindon,Blackpool,"['18' Yellow_Away - Dougall K.', '44' Goal_Away - Simms E.(Gabriel J.)', '61' Goal_Away - Yates J.(Gretarsson D.)']",39,02.04.2021,16:00,0.0,2.0,0.0,1.0,Away,3.5,3.3,2.0,2.0,False,False,False,False,False,False,False,False,0.0,0.0,0.0,42%,58%,4.0,10.0,1.0,2.0,99.0,126.0,33.0,44.0,3.0,6.0,0.0,2.0,13.0,8.0,4.0,2.0,3.0,1.0,38.0,31.0,1.0,1.0,5.0,12.0,0.0,1.0,https://www.flashscore.com/match/OhMaJnoI/#/match-summary/match-summary
league-one,Sheffield Wed,Doncaster,"['22' Yellow_Away - Rowe T.', '40' Yellow_Away - Knoyle K.', '72' Goal_Home - Bannan B.(Byers G.)', '72' Yellow_Away - Galbraith E.', '75' Goal_Home - Adeniran D.', '88' Penalty_Missed_Away - Bogle O.()']",2,14.08.2021,16:00,2.0,0.0,0.0,0.0,Home,1.7,3.7,5.4,1.7,False,False,False,False,False,False,False,False,0.0,0.0,0.0,46%,54%,11.0,12.0,4.0,3.0,69.0,83.0,40.0,21.0,5.0,5.0,2.0,4.0,16.0,14.0,6.0,4.0,2.0,4.0,29.0,23.0,3.0,2.0,13.0,13.0,0.0,3.0,https://www.flashscore.com/match/WbcQqv8G/#/match-summary/match-summary
bundesliga,SC Freiburg,RB Lipsk,"['32' Goal_Away - Forsberg E.(Penalty )', '33' Yellow_Away - Marsch J.(Poza boiskiem, Niesportowe zachowanie)', '44' Yellow_Away - Haidara A.(Podcięcie)', '57' Yellow_Away - Gvardiol J.(Faul)', '64' Goal_Home - Jeong Woo-Yeong(Grifo V.)', '85' Yellow_Away - Simakan M.(Nadmierna ostrość)', '89' Yellow_Away - Mukiele N.(Symulowanie)']",8,16.10.2021,15:30,1.0,1.0,0.0,1.0,Draw,3.8,3.85,1.97,3.85,False,False,False,False,False,False,False,False,1.0,4.0,-3.0,52%,48%,15.0,13.0,2.0,4.0,93.0,124.0,42.0,36.0,13.0,9.0,,,13.0,11.0,8.0,5.0,1.0,1.0,24.0,21.0,3.0,1.0,10.0,17.0,0.0,4.0,https://www.flashscore.com/match/Cv42xNQf/#/match-summary/match-summary
laliga2,Numancia,Valladolid,"['20' Yellow_Home - Valcarce P.(Faul)', '36' Goal_Away - Kiko Olivas(Gianniotas G.)', '50' Yellow_Home - Gutierrez C.(Faul)', '58' Goal_Away - Hervias P.', '67' Goal_Away - Plano O.(Mata J.)', '84' Yellow_Away - Mata J.(Niesportowe zachowanie)', '90+2' Yellow_Home - Perez I.(Faul)', '90+3' Yellow_Away - Toni(Faul)']",Play-off,13.06.2018,20:30,0.0,3.0,0.0,1.0,Away,2.6,2.95,2.99,2.99,True,False,False,False,False,False,False,False,0.0,0.0,0.0,62%,38%,7.0,8.0,3.0,6.0,103.0,92.0,62.0,67.0,1.0,1.0,3.0,1.0,19.0,12.0,5.0,8.0,0.0,6.0,25.0,25.0,3.0,3.0,13.0,13.0,3.0,2.0,https://www.flashscore.com/match/G2X1FsU2/#/match-summary/match-summary
jupiler-league,Anderlecht,Charleroi,"['13' Yellow_Away - Willems S.', '79' Yellow_Away - Dessoleil D.', '86' Yellow_Away - Busi M.']",18,08.12.2019,18:00,0.0,0.0,0.0,0.0,Draw,2.2,3.4,3.4,3.4,False,False,False,False,False,False,False,False,7.0,3.0,4.0,53%,47%,9.0,8.0,3.0,3.0,124.0,102.0,90.0,60.0,6.0,5.0,,,22.0,11.0,8.0,5.0,1.0,2.0,18.0,14.0,3.0,3.0,11.0,20.0,0.0,3.0,https://www.flashscore.com/match/rTFKiR8M/#/match-summary/match-summary
jupiler-league,St. Liege,Charleroi,"['06' Yellow_Home - Bastien S.', '22' Goal_Away - Nicholson S.', '33' Yellow_Home - Lestienne M.', '38' Goal_Away - Knezevic S.', '41' Yellow_Away - Ilaimaharitra M.', '41' Yellow_Home - Donnum A.', '45+1' Yellow_Home - Laifis K.', '57' Goal_Away - Nicholson S.(Gholizadeh A.)', '70' Yellow_Home - Dussenne N.', '71' Yellow_Home - Cimirot G.', '73' Yellow_Home - Siquet H.', '76' Yellow_Away - Zorgane A.']",17,05.12.2021,18:30,0.0,3.0,0.0,2.0,Away,2.57,3.45,2.72,2.72,True,False,False,False,False,False,False,False,2.0,6.0,-4.0,57%,43%,15.0,8.0,3.0,4.0,117.0,98.0,53.0,32.0,11.0,4.0,1.0,0.0,,,4.0,1.0,0.0,4.0,,,4.0,3.0,15.0,9.0,7.0,2.0,https://www.flashscore.com/match/MuAe2hxd/#/match-summary/match-summary
laliga,Elche,Espanyol,"['23' Goal_Home - Boye L.', '34' Yellow_Home - Verdu G.(Nadmierna ostrość)', '51' Goal_Away - Morlanes M.(de Tomas R.)', '52' Goal_Away - de Tomas R.(Pedrosa A.)', '74' Yellow_Away - Lopez D.(Opóźnianie gry)', '84' Goal_Home - Benedetto D.', '86' Yellow_Home - Palacios H.(Podcięcie)', '90+4' Yellow_Home - Bigas P.(Niesportowe zachowanie)']",10,23.10.2021,18:30,2.0,2.0,1.0,0.0,Draw,2.65,2.97,3.1,2.97,True,True,False,False,False,False,False,False,0.0,3.0,-3.0,58%,42%,17.0,22.0,7.0,7.0,119.0,89.0,55.0,41.0,8.0,12.0,2.0,3.0,10.0,16.0,3.0,7.0,2.0,1.0,12.0,18.0,5.0,5.0,15.0,9.0,3.0,1.0,https://www.flashscore.com/match/U1RJ1G3c/#/match-summary/match-summary
fortuna-1-liga,GKS Jastrzębie,Widzew Łódź,"['20' Yellow_Home - Farid A.', '36' Yellow_Home - Okhronchuk V.', '44' Goal_Away - Hansen K.', '81' Penalty_Missed_Away - Hanousek Mar.()', '83' Yellow_Home - Fabry M.', '89' Goal_Away - Danielak K.']",29,23.04.2022,15:00,0.0,2.0,0.0,1.0,Away,4.05,3.5,1.97,1.97,False,False,False,False,False,False,False,False,0.0,0.0,0.0,48%,52%,11.0,11.0,2.0,4.0,91.0,82.0,50.0,44.0,7.0,4.0,2.0,3.0,14.0,15.0,6.0,5.0,0.0,2.0,,,2.0,2.0,16.0,12.0,3.0,0.0,https://www.flashscore.com/match/IDQu9A1A/#/match-summary/match-summary
serie-b,Venezia,Pordenone,"['09' Yellow_Home - Felicioli G.', '37' Yellow_Away - Vogliacco A.', '41' Yellow_Home - Fiordilino L.', '69' Yellow_Home - Di Mariano F.', '76' Yellow_Home - Ricci G.']",37,07.05.2021,14:00,0.0,0.0,0.0,0.0,Draw,2.12,3.15,3.5,3.15,False,False,False,False,False,False,False,False,0.0,0.0,0.0,63%,37%,14.0,10.0,4.0,2.0,108.0,81.0,65.0,49.0,9.0,6.0,1.0,2.0,,,6.0,2.0,2.0,2.0,,,2.0,4.0,16.0,13.0,4.0,1.0,https://www.flashscore.com/match/SpBiXLdm/#/match-summary/match-summary
league-one,Portsmouth,Burton,"['40' Yellow_Away - Clare S.', '45' Goal_Away - Fondop-Talum M.', '47' Goal_Away - Powell J.(Clare S.)', '88' Goal_Home - Daniels C.']",41,10.04.2021,16:00,1.0,2.0,0.0,2.0,Away,1.9,3.25,3.95,3.95,True,False,False,False,False,True,False,False,0.0,0.0,0.0,77%,23%,13.0,10.0,2.0,6.0,125.0,64.0,64.0,27.0,6.0,2.0,5.0,2.0,10.0,12.0,12.0,1.0,4.0,0.0,33.0,26.0,4.0,1.0,8.0,11.0,0.0,1.0,https://www.flashscore.com/match/tWclQfb2/#/match-summary/match-summary
serie-a,Spal,AS Roma,"['05' Yellow_Home - Vicari F.(Podcięcie)', '22' Goal_Home - Fares M.(Cionek T.)', '40' Yellow_Away - N', '45+2' Yellow_Away - Dzeko E.(Niesportowe zachowanie)', '52' Yellow_Home - Cionek T.(Przytrzymywanie)', '53' Goal_Away - Perotti D.(Penalty )', '54' Yellow_Home - Fares M.(Podcięcie)', '57' Yellow_Away - Jesus J.(Faul)', '60' Goal_Home - Petagna A.(Penalty )', '63' Yellow_Away - Perotti D.(Przytrzymywanie)', '64' Yellow_Home - Missiroli S.(Przytrzymywanie)', '69' Yellow_Away - Cristante B.(Faul)']",28,16.03.2019,18:00,2.0,1.0,1.0,0.0,Home,3.95,3.43,2.07,3.95,True,False,False,False,False,False,False,False,1.0,8.0,-7.0,49%,51%,10.0,10.0,6.0,5.0,89.0,129.0,42.0,60.0,4.0,5.0,,,20.0,11.0,3.0,5.0,0.0,2.0,13.0,27.0,4.0,4.0,12.0,19.0,4.0,5.0,https://www.flashscore.com/match/dCuwsCZc/#/match-summary/match-summary
bundesliga,SC Freiburg,Bayer Leverkusen,"['54' Goal_Away - Havertz K.(Bailey L.)', '81' Yellow_Away - Alario L.(Podcięcie)', '90+2' Yellow_Away - Amiri N.(Niesportowe zachowanie)']",29,29.05.2020,20:30,0.0,1.0,0.0,0.0,Away,4.5,4.2,1.76,1.76,False,False,False,False,False,False,False,False,2.0,1.0,1.0,39%,61%,9.0,7.0,1.0,1.0,85.0,119.0,37.0,52.0,8.0,6.0,,,13.0,12.0,6.0,6.0,2.0,1.0,27.0,19.0,0.0,1.0,8.0,13.0,0.0,2.0,https://www.flashscore.com/match/Uo7ANZ6s/#/match-summary/match-summary
league-two,Hartlepool,Leyton Orient,"['16' Yellow_Away - Kyprianou H.', '45+2' Yellow_Away - Beckles O.', '79' Yellow_Away - Sotiriou R.']",36,12.03.2022,16:00,0.0,0.0,0.0,0.0,Draw,2.24,3.05,3.35,3.05,False,False,False,False,False,False,False,False,0.0,0.0,0.0,47%,53%,8.0,11.0,3.0,5.0,89.0,93.0,26.0,27.0,4.0,5.0,1.0,1.0,19.0,11.0,2.0,3.0,2.0,1.0,29.0,25.0,5.0,3.0,9.0,19.0,0.0,3.0,https://www.flashscore.com/match/ruADzRBJ/#/match-summary/match-summary
laliga,Vallecano,Betis,"['30' Yellow_Home - Suarez M.(Podcięcie)', '34' Goal_Home - de Tomas R.(Bebe)', '50' Yellow_Away - Emerson Royal(Podcięcie)', '52' Yellow_Home - Tito(Podcięcie)', '57' Yellow_Away - Carvalho W.(Uderzenie łokciem)', '61' Yellow_Home - Medran A.(Podcięcie)', '70' Yellow_Home - Bebe(Podcięcie)', '81' Goal_Away - Tello C.(Carvalho W.)', '87' Yellow_Away - Moron L.(Nadmierna ostrość)', '90' Yellow_Home - Amat J.(Przytrzymywanie)', '90+5' Red_Card_Home - Niesportowe zachowanieDi Santo F.(Niesportowe zachowanie)']",29,31.03.2019,14:00,1.0,1.0,1.0,0.0,Draw,3.35,3.65,2.15,3.65,False,False,False,False,False,False,False,False,1.0,3.0,-2.0,46%,54%,20.0,7.0,5.0,2.0,119.0,93.0,45.0,29.0,9.0,2.0,6.0,3.0,13.0,23.0,6.0,3.0,1.0,4.0,,,1.0,4.0,22.0,9.0,5.0,3.0,https://www.flashscore.com/match/jqzLiYU3/#/match-summary/match-summary
eredivisie,PSV,G.A. Eagles,"['09' Goal_Home - Mwene P.(Gutierrez E.)', '51' Yellow_Home - Obispo A.(Nadmierna ostrość)', '68' Red_Card_Away - PodcięcieKramer J.(Podcięcie)', '78' Goal_Home - Gakpo C.(Romero M.)']",18,23.12.2021,18:45,2.0,0.0,1.0,0.0,Home,1.15,8.35,16.0,1.15,False,False,True,False,False,False,False,False,12.0,4.0,8.0,59%,41%,21.0,3.0,7.0,1.0,156.0,75.0,88.0,18.0,8.0,1.0,6.0,1.0,8.0,13.0,9.0,1.0,3.0,1.0,28.0,20.0,1.0,5.0,11.0,7.0,1.0,0.0,https://www.flashscore.com/match/MVQ5n5Qj/#/match-summary/match-summary
fortuna-1-liga,Resovia Rzeszów,Stomil Olsztyn,"['19' Yellow_Away - Kisiel J.', '61' Yellow_Home - Pindroch B.', '62' Goal_Away - Penalty Mikita P.(Penalty )', '76' Yellow_Away - Reiman W.', '90+3' Goal_Home - Mróz M.(Komor A.)', '90+5' Yellow_Home - Pietraszkiewicz D.']",25,05.04.2022,18:00,1.0,1.0,0.0,0.0,Draw,1.93,3.3,4.55,3.3,False,False,False,False,False,False,True,False,0.0,0.0,0.0,61%,39%,21.0,9.0,11.0,4.0,97.0,59.0,74.0,27.0,4.0,3.0,6.0,2.0,13.0,9.0,7.0,4.0,4.0,0.0,,,3.0,10.0,6.0,13.0,2.0,2.0,https://www.flashscore.com/match/EeOXic9L/#/match-summary/match-summary
super-lig,Basaksehir,Kasimpasa,"['45' Yellow_Home - Duarte L.', '53' Goal_Home - Visca E.', '75' Yellow_Away - Travnik M.', '78' Goal_Away - Hajradinovic H.(Hadergjonaj F.)', '84' Yellow_Away - Hajradinovic H.', '85' Yellow_Home - Tekdemir M.', '90+2' Goal_Home - Tekdemir M.', '90+7' Yellow_Away - Haspolat D.']",16,11.12.2021,14:00,2.0,1.0,0.0,0.0,Home,1.7,3.85,4.3,1.7,True,False,False,False,False,False,True,False,0.0,2.0,-2.0,64%,36%,13.0,10.0,3.0,3.0,103.0,100.0,71.0,60.0,5.0,3.0,5.0,4.0,,,8.0,3.0,1.0,0.0,,,2.0,1.0,14.0,13.0,2.0,3.0,https://www.flashscore.com/match/GzFpph0l/#/match-summary/match-summary
league-two,Leyton Orient,Morecambe,"['60' Yellow_Home - Sotiriou R.', '83' Yellow_Home - Angol L.', '88' Own_Home - Knight-Percival N.()', '90+1' Yellow_Away - Lyons B.', '90+2' Goal_Home - Angol L.(McAnuff J.)']",24,16.01.2021,16:00,2.0,0.0,0.0,0.0,Home,2.73,3.15,2.48,2.73,False,False,False,False,False,False,True,False,0.0,0.0,0.0,74%,26%,14.0,12.0,4.0,4.0,137.0,77.0,69.0,28.0,6.0,6.0,4.0,2.0,,,5.0,3.0,2.0,1.0,,,4.0,3.0,9.0,12.0,2.0,1.0,https://www.flashscore.com/match/6X39LEwo/#/match-summary/match-summary
liga-portugal,Sporting,Belenenses,"['03' Yellow_Home - Tomas T.', '13' Goal_Away - Cassierra M.(Varela S.)', '41' Yellow_Away - Henrique', '42' Penalty_Missed_Home - Mario J.()', '54' Goal_Away - Cassierra M.', '81' Yellow_Away - Cardoso M.', '83' Goal_Home - Coates S.(Santos N.)', '90+1' Yellow_Away - Silva G.', '90+5' Goal_Home - Penalty Cabral J.(Penalty )']",28,21.04.2021,22:15,2.0,2.0,0.0,1.0,Draw,1.41,4.5,9.5,4.5,True,True,False,True,False,False,True,False,1.0,1.0,0.0,66%,34%,27.0,3.0,9.0,3.0,93.0,43.0,87.0,19.0,17.0,0.0,1.0,0.0,,,9.0,0.0,1.0,1.0,,,1.0,7.0,14.0,14.0,1.0,3.0,https://www.flashscore.com/match/zN8tAUh6/#/match-summary/match-summary
super-lig,Besiktas,Denizlispor,"['22' Goal_Home - Larin C.', '29' Var_Home', '38' Goal_Home - Aboubakar V.', '39' Goal_Home - Ljajic A.(Aboubakar V.)', '45' Var_Away', '54' Yellow_Away - Sagal A.']",27,26.02.2021,17:00,3.0,0.0,3.0,0.0,Home,1.33,5.6,7.5,1.33,True,False,False,False,False,False,False,False,2.0,3.0,-1.0,61%,39%,14.0,6.0,7.0,2.0,113.0,92.0,69.0,52.0,7.0,3.0,0.0,1.0,,,9.0,6.0,3.0,1.0,,,2.0,4.0,7.0,9.0,0.0,1.0,https://www.flashscore.com/match/raM7uvpQ/#/match-summary/match-summary
fortuna-1-liga,Sandecja Nowy Sącz,Bruk-Bet T.,"['14' Goal_Home - Korzym M.', '17' Red_Card_Home - Malkowski M.', '23' Yellow_Home - Klichowicz M.(Poza boiskiem)', '27' Goal_Home - Gabrych M.', '39' Yellow_Away - Jovanovic V.', '43' Yellow_Away - Purece F.', '80' Goal_Away - Penalty Gergel R.(Penalty )', '83' Goal_Away - Orzechowski M.', '86' Red_Card_Away - Żółta kartka / Jovanovic V.', '89' Yellow_Home - Piter-Bucko M.']",18,16.11.2019,17:00,2.0,2.0,2.0,0.0,Draw,2.53,3.32,2.85,3.32,True,True,True,False,False,False,False,False,0.0,0.0,0.0,28%,72%,8.0,20.0,6.0,7.0,51.0,123.0,22.0,86.0,1.0,9.0,1.0,4.0,20.0,10.0,3.0,10.0,1.0,2.0,,,5.0,4.0,10.0,18.0,2.0,3.0,https://www.flashscore.com/match/M7b10768/#/match-summary/match-summary
bundesliga,VfL Wolfsburg,Arminia Bielefeld,"['10' Yellow_Away - Klos F.(Podcięcie)', '19' Goal_Home - Weghorst W.(Arnold M.)', '20' Goal_Home - Arnold M.(Mehmedi A.)', '49' Yellow_Home - Arnold M.(Faul)', '78' Yellow_Home - Philipp M.(Nadmierna ostrość)', '80' Goal_Away - SchipPlock S.(Doan R.)']",5,25.10.2020,15:30,2.0,1.0,2.0,0.0,Home,1.64,4.1,5.4,1.64,True,False,False,False,False,False,False,False,6.0,3.0,3.0,49%,51%,14.0,8.0,4.0,1.0,123.0,118.0,43.0,56.0,10.0,7.0,,,10.0,16.0,4.0,3.0,2.0,1.0,24.0,36.0,0.0,2.0,12.0,10.0,2.0,1.0,https://www.flashscore.com/match/tUnw2ksb/#/match-summary/match-summary
ligue-2,Rodez,Grenoble,"['24' Yellow_Home - Mpasi L.', '25' Goal_Away - Penalty Belmonte A.(Penalty )', '86' Yellow_Away - Abdallah A. H.', '90+4' Goal_Home - David F.', '90+5' Yellow_Home - David F.']",10,24.09.2021,21:00,1.0,1.0,0.0,1.0,Draw,2.16,2.95,3.9,2.95,False,False,False,False,False,False,True,False,0.0,0.0,0.0,57%,43%,18.0,4.0,5.0,1.0,90.0,69.0,82.0,49.0,12.0,2.0,1.0,1.0,,,7.0,2.0,1.0,0.0,,,0.0,4.0,11.0,12.0,2.0,1.0,https://www.flashscore.com/match/CtXv7hAI/#/match-summary/match-summary
serie-a,Udinese,Juventus,"['03' Goal_Away - Dybala P.(Bentancur R.)', '23' Goal_Away - Cuadrado J.(Dybala P.)', '50' Yellow_Away - Szczęsny W.(Podcięcie)', '51' Goal_Home - Pereyra R.(Penalty )', '76' Yellow_Home - Walace(Nadmierna ostrość)', '83' Goal_Home - Deulofeu G.', '88' Yellow_Away - Kulusevski D.(Przytrzymywanie)', '90+4' Var_Away', '90+5' Yellow_Away - Ronaldo C.(Niesportowe zachowanie)']",1,22.08.2021,18:30,2.0,2.0,0.0,2.0,Draw,7.1,4.35,1.5,4.35,True,True,False,True,False,False,False,False,1.0,3.0,-2.0,49%,51%,11.0,10.0,6.0,3.0,92.0,95.0,36.0,26.0,3.0,7.0,2.0,0.0,23.0,18.0,3.0,3.0,2.0,3.0,,,1.0,4.0,13.0,14.0,1.0,3.0,https://www.flashscore.com/match/YJF484Fi/#/match-summary/match-summary
