League,Home,Away,INC,Round,Date,Time,H_Score,A_Score,HT_H_Score,HT_A_Score,WIN,H_BET,X_BET,A_BET,WIN_BET,OVER_2.5,OVER_3.5,H_15,A_15,H_45_50,A_45_50,H_90,A_90,H_Missing_Players,A_Missing_Players,Missing_Players,H_Ball_Possession,A_Ball_Possession,H_Goal_Attempts,A_Goal_Attempts,H_Shots_on_Goal,A_Shots_on_Goal,H_Attacks,A_Attacks,H_Dangerous_Attacks,A_Dangerous_Attacks,H_Shots_off_Goal,A_Shots_off_Goal,H_Blocked_Shots,A_Blocked_Shots,H_Free_Kicks,A_Free_Kicks,H_Corner_Kicks,A_Corner_Kicks,H_Offsides,A_Offsides,H_Throw_in,A_Throw_in,H_Goalkeeper_Saves,A_Goalkeeper_Saves,H_Fouls,A_Fouls,H_Yellow_Cards,A_Yellow_Cards,Game Link
laliga,Ath. Bilbao,Celta Vigo,"['26' Yellow_Home - Nunez U.(Podcięcie)', '53' Yellow_Away - Murillo J.(Faul)', '61' Goal_Away - Mallo H.(Mina S.)', '78' Goal_Away - Aspas I.', '84' Yellow_Home - PodcięcieVesga M.(Podcięcie)']",12,04.12.2020,21:00,0.0,2.0,0.0,0.0,Away,2.3,3.29,3.4,3.4,False,False,False,False,False,False,False,False,2.0,5.0,-3.0,50%,50%,10.0,6.0,0.0,4.0,156.0,97.0,49.0,37.0,7.0,2.0,3.0,0.0,16.0,7.0,4.0,5.0,0.0,1.0,,,2.0,0.0,7.0,15.0,2.0,1.0,https://www.flashscore.com/match/pGUsoLis/#/match-summary/match-summary
super-lig,Besiktas,Basaksehir,"['07' Yellow_Home - Yilmaz B.(Nadmierna ostrość)', '08' Yellow_Away - Tekdemir M.(Faul)', '34' Yellow_Home - Ljajic A.(Niesportowe zachowanie)', '34' Yellow_Home - Pereira D.(Faul)', '45' Yellow_Away - Ucar U.(Niesportowe zachowanie)', '51' Yellow_Away - Crivelli E.(Podcięcie)', '54' Goal_Away - Crivelli E.', '72' Yellow_Home - Uysal N.(Podcięcie)', '83' Yellow_Away - Epureanu A.(Przytrzymywanie)', '84' Goal_Home - Yilmaz B.(Penalty )', '89' Yellow_Away - Skrtel M.(Nadmierna ostrość)']",5,23.09.2019,19:00,1.0,1.0,0.0,0.0,Draw,2.48,3.35,2.68,3.35,False,False,False,False,False,False,False,False,3.0,0.0,3.0,59%,41%,8.0,11.0,2.0,7.0,123.0,110.0,69.0,68.0,4.0,3.0,2.0,1.0,17.0,10.0,0.0,4.0,1.0,1.0,,,6.0,1.0,9.0,18.0,4.0,5.0,https://www.flashscore.com/match/fu1JNcyB/#/match-summary/match-summary
liga-portugal,Moreirense,BSAD,"['19' Goal_Home - Yan(Amador P. M. S.)', '25' Goal_Away - Camara A.(Diogo Calila)', '33' Yellow_Home - Rafael Martins', '39' Yellow_Away - Ndour A.', '42' Red_Card_Away - Ndour A.', '43' Goal_Home - Pablo(Amador P. M. S.)', '67' Goal_Home - Andre Luis(Yan)', '88' Goal_Home - Lacerda D.', '88' Yellow_Home - Lacerda D.']",21,07.02.2022,22:15,4.0,1.0,2.0,1.0,Home,1.78,3.55,5.0,1.78,True,True,False,False,False,False,False,False,0.0,2.0,-2.0,55%,45%,18.0,3.0,10.0,1.0,111.0,79.0,79.0,35.0,6.0,2.0,2.0,0.0,,,2.0,0.0,0.0,3.0,,,0.0,6.0,14.0,17.0,2.0,1.0,https://www.flashscore.com/match/ryt28sT8/#/match-summary/match-summary
league-two,Tranmere,Walsall,"['15' Yellow_Away - Taylor A.', '42' Yellow_Home - McManaman C.', '67' Yellow_Home - Davies T.', '73' Goal_Home - McManaman C.(Merrie C.)', '86' Red_Card_Home - Merrie C.', '87' Yellow_Home - Murphy J.', '90+2' Yellow_Away - Labadie J.']",1,07.08.2021,16:00,1.0,0.0,0.0,0.0,Home,2.03,3.3,3.95,2.03,False,False,False,False,False,False,False,False,0.0,0.0,0.0,52%,48%,10.0,17.0,3.0,4.0,91.0,95.0,43.0,63.0,2.0,6.0,5.0,7.0,18.0,12.0,8.0,12.0,0.0,1.0,24.0,33.0,4.0,2.0,13.0,17.0,3.0,2.0,https://www.flashscore.com/match/Oz1MCvEE/#/match-summary/match-summary
bundesliga,FC Schalke 04,Arminia Bielefeld,"['26' Yellow_Home - Oczipka B.(Nadmierna ostrość)', '31' Yellow_Away - Prietl M.(Przytrzymywanie)', '53' Goal_Away - Klos F.(De Medina N.)', '55' Yellow_Away - Pieper A.(Nadmierna ostrość)', '57' Yellow_Home - Serdar S.(Podcięcie)', '60' Yellow_Home - Mendyl H.(Faul)', '66' Yellow_Away - Brunner C.(Podcięcie)', '74' Yellow_Away - SchipPlock S.(Faul)', '85' Yellow_Home - Harit A.(Niesportowe zachowanie)', '86' Yellow_Away - Doan R.(Faul)', '90' Yellow_Home - Raman B.(Nadmierna ostrość)', '90+6' Yellow_Home - Sane S.(Niesportowe zachowanie)']",13,19.12.2020,15:30,0.0,1.0,0.0,0.0,Away,2.25,3.25,3.25,3.25,False,False,False,False,False,False,False,False,5.0,5.0,0.0,48%,52%,11.0,8.0,5.0,3.0,111.0,131.0,38.0,56.0,6.0,5.0,,,21.0,20.0,1.0,6.0,3.0,2.0,26.0,22.0,2.0,5.0,17.0,19.0,6.0,5.0,https://www.flashscore.com/match/0AgMy8oq/#/match-summary/match-summary
serie-b,Venezia,L.R. Vicenza,"['36' Goal_Home - Penalty Aramu M.(Penalty )', '51' Yellow_Away - Cinelli A.', '55' Yellow_Home - Taugourdeau A.', '65' Yellow_Home - Forte F.', '67' Yellow_Home - Modolo M.', '76' Yellow_Home - Di Mariano F.']",1,26.09.2020,16:00,1.0,0.0,1.0,0.0,Home,2.45,2.95,3.15,2.45,False,False,False,False,False,False,False,False,0.0,0.0,0.0,51%,49%,10.0,10.0,6.0,5.0,97.0,106.0,59.0,43.0,4.0,5.0,0.0,0.0,21.0,16.0,9.0,12.0,2.0,4.0,,,5.0,5.0,14.0,17.0,4.0,1.0,https://www.flashscore.com/match/S4uE5ccE/#/match-summary/match-summary
2-bundesliga,Ingolstadt,Rostock,"['07' Yellow_Home - Preissinger R.', '30' Yellow_Away - Rother B.']",33,07.05.2022,13:30,0.0,0.0,0.0,0.0,Draw,3.25,3.45,2.25,3.45,False,False,False,False,False,False,False,False,0.0,0.0,0.0,47%,53%,9.0,11.0,4.0,4.0,107.0,112.0,40.0,35.0,5.0,7.0,,,15.0,16.0,4.0,4.0,1.0,3.0,19.0,24.0,4.0,4.0,15.0,13.0,1.0,1.0,https://www.flashscore.com/match/K0RADTvJ/#/match-summary/match-summary
ligue-1,Lorient,PSG,"['02' Yellow_Away - Danilo(Podcięcie)', '12' Yellow_Home - Le Fee E.(Podcięcie)', '28' Yellow_Home - Monconduit T.(Podcięcie)', '36' Goal_Home - Abergel L.', '45' Goal_Away - Neymar(Penalty )', '58' Goal_Away - Neymar(Penalty )', '71' Yellow_Home - Lemoine F.(Poza boiskiem, Niesportowe zachowanie)', '75' Yellow_Away - Paredes L.(Podcięcie)', '80' Goal_Home - Wissa Y.', '90' Yellow_Home - Abergel L.(Przytrzymywanie)', '90+1' Goal_Home - Moffi T.(Abergel L.)']",22,31.01.2021,15:00,3.0,2.0,1.0,2.0,Home,15.0,8.5,1.17,15.0,True,True,False,False,False,True,True,False,6.0,6.0,0.0,35%,65%,16.0,14.0,5.0,3.0,59.0,88.0,44.0,72.0,6.0,8.0,5.0,3.0,9.0,14.0,7.0,9.0,1.0,0.0,,,1.0,2.0,15.0,9.0,4.0,2.0,https://www.flashscore.com/match/zqneSUp0/#/match-summary/match-summary
eredivisie,Zwolle,Venlo,"['43' Goal_Home - Thy L.', '54' Goal_Away - Mlapa P.(Susic T.)', '57' Goal_Away - Mlapa P.(Joosten P.)', '65' Goal_Away - van Ooijen P.(Grot J.)', '74' Goal_Away - Mlapa P.(Grot J.)', '85' Goal_Home - Elbers S.', '85' Yellow_Away - Unnerstall L.']",34,12.05.2019,14:30,2.0,4.0,1.0,0.0,Away,1.73,4.1,4.35,4.35,True,True,False,False,False,False,False,False,4.0,1.0,3.0,64%,36%,11.0,13.0,6.0,8.0,135.0,79.0,42.0,27.0,5.0,3.0,0.0,2.0,8.0,15.0,5.0,3.0,3.0,0.0,,,4.0,4.0,13.0,8.0,0.0,1.0,https://www.flashscore.com/match/jgkurVJ8/#/match-summary/match-summary
laliga2,Fuenlabrada,Malaga,"['01' Yellow_Away - Llamas B.', '36' Yellow_Home - Gozzi P.', '61' Yellow_Away - Escassi A.', '68' Goal_Home - Bouldini M.(Gozzi P.)', '87' Yellow_Away - Gomez V.']",32,19.03.2022,16:00,1.0,0.0,0.0,0.0,Home,2.3,3.0,3.5,2.3,False,False,False,False,False,False,False,False,0.0,0.0,0.0,43%,57%,11.0,9.0,2.0,5.0,99.0,99.0,40.0,45.0,5.0,2.0,4.0,2.0,16.0,27.0,4.0,8.0,1.0,4.0,23.0,24.0,5.0,1.0,26.0,12.0,1.0,3.0,https://www.flashscore.com/match/YDpicBcE/#/match-summary/match-summary
bundesliga,Arminia Bielefeld,B. Moenchengladbach,"['20' Yellow_Home - De Medina N.(Nadmierna ostrość)', '40' Yellow_Away - Neuhaus F.(Podcięcie)', '58' Goal_Away - Embolo B.(Hofmann J.)', '62' Yellow_Home - Ortega S.(Opóźnianie gry)']",14,02.01.2021,15:30,0.0,1.0,0.0,0.0,Away,6.0,4.25,1.58,1.58,False,False,False,False,False,False,False,False,3.0,3.0,0.0,45%,55%,7.0,22.0,0.0,7.0,84.0,108.0,58.0,97.0,7.0,15.0,,,12.0,10.0,3.0,14.0,2.0,5.0,16.0,21.0,6.0,0.0,8.0,7.0,2.0,1.0,https://www.flashscore.com/match/SpD3loVl/#/match-summary/match-summary
premier-league,Sheffield Utd,Crystal Palace,"['02' Goal_Away - Benteke C.(Eze E.)', '30' Yellow_Away - Ward J.(Podcięcie)', '38' Yellow_Home - Norwood O.(Podcięcie)', '88' Goal_Away - Eze E.(Cahill G.)']",35,08.05.2021,16:00,0.0,2.0,0.0,1.0,Away,2.97,3.2,2.66,2.66,False,False,False,True,False,False,False,False,4.0,5.0,-1.0,49%,51%,7.0,21.0,0.0,8.0,78.0,102.0,51.0,51.0,6.0,7.0,1.0,6.0,9.0,13.0,5.0,11.0,2.0,1.0,20.0,21.0,6.0,0.0,11.0,8.0,1.0,1.0,https://www.flashscore.com/match/SUA4g8xK/#/match-summary/match-summary
bundesliga,Bayern Monachium,Arminia Bielefeld,"['64' Yellow_Home - Hernandez L.(Nadmierna ostrość)', '71' Goal_Home - Sane L.(Mueller T.)', '82' Yellow_Away - Lasme B.(Nadmierna ostrość)']",13,27.11.2021,18:30,1.0,0.0,0.0,0.0,Home,1.1,12.0,26.0,1.1,False,False,False,False,False,False,False,False,5.0,2.0,3.0,70%,30%,23.0,8.0,9.0,0.0,179.0,66.0,83.0,15.0,14.0,8.0,,,12.0,9.0,13.0,4.0,2.0,3.0,13.0,10.0,0.0,8.0,8.0,13.0,1.0,1.0,https://www.flashscore.com/match/YTOrbGAS/#/match-summary/match-summary
super-lig,Basaksehir,Fenerbahce,"['18' Goal_Home - Sahiner O.', '18' Yellow_Away - Yandas M.(Niesportowe zachowanie)', '29' Yellow_Home - Tekdemir M.(Podcięcie)', '38' Yellow_Home - Ndayishimiye Y.(Podcięcie)', '40' Goal_Away - Szalai At.(Tufan O.)', '57' Goal_Away - Pelkas D.(Tufan O.)', '60' Red_Card_Home - Żółta kartka / Tekdemir M.(Nadmierna ostrość)', '60' Yellow_Away - Valencia E.(Nadmierna ostrość)', '88' Penalty_Missed_Home - Visca E.()', '90+3' Yellow_Away - Kadioglu F.(Podcięcie)']",35,18.04.2021,18:00,1.0,2.0,1.0,1.0,Away,3.5,3.45,2.05,2.05,True,False,False,False,False,False,False,False,3.0,3.0,0.0,50%,50%,8.0,17.0,5.0,7.0,121.0,122.0,61.0,81.0,2.0,7.0,1.0,3.0,,,1.0,6.0,2.0,1.0,,,5.0,4.0,18.0,12.0,3.0,3.0,https://www.flashscore.com/match/rJjxRgmN/#/match-summary/match-summary
serie-b,Como,Pordenone,"['06' Goal_Home - La Gumina A.(Vignali L.)', '33' Yellow_Away - El Kaouakibi H.', '56' Yellow_Away - Misuraca G.', '88' Yellow_Away - Stefani M.', '88' Yellow_Home - Gliozzi E.']",10,28.10.2021,20:30,1.0,0.0,1.0,0.0,Home,2.03,3.25,3.8,2.03,False,False,True,False,False,False,False,False,0.0,0.0,0.0,38%,62%,13.0,18.0,4.0,3.0,74.0,161.0,34.0,66.0,5.0,6.0,4.0,9.0,,,1.0,4.0,3.0,0.0,,,3.0,3.0,21.0,15.0,1.0,3.0,https://www.flashscore.com/match/6g9pnZLn/#/match-summary/match-summary
league-one,Wigan,Milton Keynes,"['20' Goal_Home - Wyke Ch.(Keane W.)', '30' Goal_Away - Kioso P.(Harvie D.)', '37' Own_Away - Darikwa T.()', '58' Yellow_Home - Bayliss T.', '66' Yellow_Away - Harvie D.', '73' Yellow_Away - O', '86' Yellow_Away - Kasumu D.']",14,19.10.2021,20:45,1.0,2.0,1.0,2.0,Away,2.1,3.35,3.3,3.3,True,False,False,False,False,False,False,False,0.0,0.0,0.0,57%,43%,12.0,12.0,3.0,5.0,93.0,99.0,59.0,31.0,4.0,2.0,5.0,5.0,7.0,7.0,13.0,3.0,1.0,0.0,20.0,18.0,3.0,2.0,8.0,8.0,1.0,3.0,https://www.flashscore.com/match/KYOHaHwJ/#/match-summary/match-summary
bundesliga,SC Freiburg,1. FC Union Berlin,"['37' Yellow_Home - Grifo V.(Podcięcie)', '39' Yellow_Away - Lenz C.(Podcięcie)', '50' Yellow_Home - Holer L.(Podcięcie)', '64' Goal_Away - Promel G.(Ingvartsen M.)', '85' Yellow_Away - Giesselmann N.(Podcięcie)']",22,20.02.2021,15:30,0.0,1.0,0.0,0.0,Away,2.4,3.2,3.15,3.15,False,False,False,False,False,False,False,False,2.0,2.0,0.0,63%,37%,9.0,15.0,1.0,4.0,124.0,73.0,50.0,34.0,8.0,11.0,,,15.0,16.0,2.0,4.0,0.0,0.0,33.0,10.0,3.0,1.0,15.0,14.0,2.0,2.0,https://www.flashscore.com/match/2cpbluWs/#/match-summary/match-summary
laliga,Getafe,Sevilla,"['23' Yellow_Away - Amadou I.(Faul)', '30' Yellow_Away - Banega E.(Podcięcie)', '32' Yellow_Away - Mercado G.(Niesportowe zachowanie)', '33' Yellow_Away - Escudero S.(Niesportowe zachowanie)', '33' Yellow_Away - Vazquez F.(Zagranie ręką)', '35' Goal_Home - Mata J.(Penalty )', '38' Yellow_Home - Mata J.(Faul)', '45+3' Red_Card_Away - Żółta kartka / Escudero S.(Zagranie ręką)', '45+4' Goal_Home - Molina J.(Penalty )', '50' Yellow_Home - FaulGonzalez B.(Faul)', '51' Yellow_Home - Cabrera L.(Podcięcie)', '53' Goal_Home - Molina J.', '74' Red_Card_Home - Djene(Faul)']",33,21.04.2019,14:00,3.0,0.0,2.0,0.0,Home,3.05,3.28,2.52,3.05,True,False,False,False,True,False,False,False,3.0,7.0,-4.0,36%,64%,10.0,12.0,3.0,2.0,92.0,110.0,33.0,45.0,2.0,6.0,5.0,4.0,16.0,21.0,2.0,7.0,2.0,3.0,,,2.0,0.0,19.0,15.0,3.0,6.0,https://www.flashscore.com/match/G61hFmpP/#/match-summary/match-summary
league-two,Hartlepool,Colchester,"['09' Goal_Away - Akinde J.(Sears F.)', '53' Goal_Away - Cooper C.(Sears F.)', '79' Yellow_Away - Smith T.', '90+2' Yellow_Home - Hull J.']",46,07.05.2022,16:00,0.0,2.0,0.0,1.0,Away,2.28,3.3,3.05,3.05,False,False,False,True,False,False,False,False,0.0,0.0,0.0,62%,38%,19.0,10.0,7.0,7.0,97.0,88.0,47.0,30.0,7.0,0.0,5.0,3.0,15.0,15.0,7.0,3.0,1.0,5.0,27.0,22.0,5.0,7.0,15.0,10.0,1.0,1.0,https://www.flashscore.com/match/4QvmFS2P/#/match-summary/match-summary
2-bundesliga,Rostock,Regensburg,"['36' Yellow_Home - Rother B.', '44' Goal_Home - Verhoek J.(Behrens H.)', '59' Goal_Away - Shipnoski N.(Guwara L.)', '90+3' Red_Card_Home - Sikan D.', '90+3' Yellow_Away - Albers A.', '90+3' Yellow_Away - Yildirim A.', '90+4' Yellow_Home - Omladic N.']",30,17.04.2022,13:30,1.0,1.0,1.0,0.0,Draw,2.2,3.4,3.45,3.4,False,False,False,False,False,False,False,False,0.0,0.0,0.0,49%,51%,10.0,10.0,2.0,3.0,136.0,113.0,38.0,38.0,8.0,7.0,,,12.0,14.0,4.0,5.0,1.0,2.0,30.0,21.0,2.0,1.0,16.0,13.0,2.0,2.0,https://www.flashscore.com/match/xG4dCPcc/#/match-summary/match-summary
laliga2,Mallorca,R. Oviedo,"['29' Yellow_Away - Tejera S.', '31' Yellow_Home - Mollejo V.', '52' Yellow_Away - Ziganda J.(Poza boiskiem)', '90+1' Yellow_Home - Valjent M.']",30,20.03.2021,18:15,0.0,0.0,0.0,0.0,Draw,2.07,2.9,4.35,2.9,False,False,False,False,False,False,False,False,0.0,0.0,0.0,65%,35%,15.0,9.0,3.0,3.0,127.0,88.0,94.0,47.0,6.0,3.0,6.0,3.0,,,6.0,4.0,0.0,0.0,,,3.0,3.0,10.0,15.0,2.0,1.0,https://www.flashscore.com/match/UsoopTL0/#/match-summary/match-summary
league-one,Burton,Crewe,"['06' Goal_Home - Chapman H.(Borthwick-Jackson C.)', '19' Goal_Away - Lowery T.', '25' Goal_Home - Brayford J.', '34' Goal_Home - Hemmings K.(Hamer T.)', '75' Yellow_Away - Offord L.', '77' Yellow_Away - Finney O.', '90+2' Goal_Home - Jebbison D.(Powell J.)']",26,01.01.2022,16:00,4.0,1.0,3.0,1.0,Home,1.88,3.45,4.0,1.88,True,True,True,False,False,False,True,False,0.0,0.0,0.0,37%,63%,20.0,10.0,9.0,2.0,101.0,104.0,53.0,55.0,8.0,4.0,3.0,4.0,3.0,11.0,3.0,4.0,1.0,0.0,38.0,33.0,1.0,5.0,12.0,3.0,0.0,2.0,https://www.flashscore.com/match/vBk2d0pg/#/match-summary/match-summary
jupiler-league,Kortrijk,Club Brugge,"['32' Var_Away', '54' Goal_Away - Dost B.(De Ketelaere C.)', '65' Yellow_Home - Moreno M.', '70' Yellow_Home - Mbayo D.', '72' Yellow_Away - Sobol E.']",25,30.01.2022,21:00,0.0,1.0,0.0,0.0,Away,5.4,3.95,1.64,1.64,False,False,False,False,False,False,False,False,5.0,2.0,3.0,35%,65%,8.0,17.0,1.0,6.0,92.0,162.0,49.0,58.0,4.0,7.0,3.0,4.0,,,3.0,4.0,1.0,3.0,,,5.0,1.0,10.0,13.0,2.0,1.0,https://www.flashscore.com/match/Yc8j6GeK/#/match-summary/match-summary
super-lig,Kasimpasa,Gaziantep,"['05' Goal_Away - Kayode O.', '08' Yellow_Away - Diarra S.', '10' Goal_Home - Sari V.(Pektemek M.)', '10' Yellow_Home - Ozturk F.', '21' Goal_Away - Ozer K.(Kayode O.)', '33' Goal_Away - Djilobodji P.(Ozer K.)', '44' Goal_Away - Penalty Kayode O.(Penalty )', '52' Yellow_Home - Kara A.', '57' Goal_Home - Quaresma R.(Depe I.)', '66' Yellow_Home - Khalili A.', '74' Yellow_Away - Guvenc G.', '75' Penalty_Missed_Home - Quaresma R.()', '80' Goal_Home - Thiam M.(Sari V.)', '89' Yellow_Home - Depe I.']",16,21.12.2019,15:30,3.0,4.0,1.0,4.0,Away,2.03,3.65,3.1,3.1,True,True,True,True,False,False,False,False,1.0,3.0,-2.0,50%,50%,7.0,6.0,4.0,5.0,74.0,59.0,79.0,58.0,3.0,1.0,,,19.0,14.0,8.0,3.0,2.0,4.0,15.0,21.0,1.0,1.0,12.0,15.0,4.0,2.0,https://www.flashscore.com/match/YPtczjw7/#/match-summary/match-summary
league-one,Milton Keynes,Oxford Utd,"['13' Goal_Home - Surman A.', '48' Yellow_Home - Mason J.', '84' Yellow_Home - Fisher A.', '90' Yellow_Home - Gladwin B.', '90+3' Yellow_Home - Laird E.', '90+7' Goal_Away - Lee E.(Agyei D.)']",32,27.02.2021,16:00,1.0,1.0,1.0,0.0,Draw,2.52,3.35,2.55,3.35,False,False,True,False,False,False,False,True,0.0,0.0,0.0,59%,41%,10.0,15.0,3.0,4.0,111.0,119.0,48.0,37.0,5.0,5.0,2.0,6.0,,,7.0,3.0,2.0,5.0,,,3.0,2.0,9.0,16.0,4.0,0.0,https://www.flashscore.com/match/xtCzCkL1/#/match-summary/match-summary
fortuna-1-liga,Sandecja Nowy Sącz,Chojniczanka,"['03' Goal_Away - Conejo T.', '07' Goal_Home - Thiago', '20' Goal_Home - Flis M.', '21' Yellow_Away - Drozdowicz E.', '32' Goal_Home - Kanach R.', '44' Goal_Away - Drozdowicz E.', '48' Goal_Away - Bartosiak M.', '55' Goal_Home - Piter-Bucko M.', '65' Goal_Away - Kuzimski M.', '75' Yellow_Home - Basta A.', '78' Yellow_Away - Surdykowski J.', '81' Yellow_Away - Mudra J.', '83' Yellow_Home - Ogorzaly K.', '90+2' Yellow_Away - Wachowiak K.']",13,11.10.2019,19:10,4.0,4.0,3.0,2.0,Draw,2.22,3.36,3.35,3.36,True,True,True,True,False,True,False,False,0.0,0.0,0.0,48%,52%,11.0,15.0,9.0,7.0,55.0,67.0,39.0,61.0,2.0,8.0,0.0,0.0,14.0,13.0,3.0,4.0,0.0,1.0,,,3.0,5.0,13.0,14.0,2.0,4.0,https://www.flashscore.com/match/Q5n16uY5/#/match-summary/match-summary
laliga,Eibar,Valencia,"['42' Yellow_Home - Burgos E.(Uderzenie łokciem)', '44' Yellow_Home - Arbilla A.(Faul)', '57' Yellow_Away - Racic U.(Faul)', '69' Yellow_Home - Alvarez S.(Przytrzymywanie)', '90+3' Yellow_Away - Gomez M.(Nadmierna ostrość)']",12,07.12.2020,21:00,0.0,0.0,0.0,0.0,Draw,2.45,3.15,3.3,3.15,False,False,False,False,False,False,False,False,3.0,5.0,-2.0,64%,36%,19.0,6.0,3.0,4.0,130.0,83.0,61.0,31.0,12.0,2.0,4.0,0.0,15.0,15.0,8.0,0.0,0.0,5.0,,,4.0,3.0,15.0,10.0,3.0,2.0,https://www.flashscore.com/match/Yy1PSwxD/#/match-summary/match-summary
jupiler-league,St. Truiden,KV Mechelen,"['11' Goal_Home - Suzuki Y.(Hashioka D.)', '41' Yellow_Away - Walsh S.', '42' Goal_Home - Penalty Mboyo I.(Penalty )', '65' Yellow_Away - Kabore I.', '90' Goal_Away - de Camargo I.(Vranckx A.)']",32,03.04.2021,18:30,2.0,1.0,2.0,0.0,Home,3.05,3.4,2.4,3.05,True,False,True,False,False,False,False,True,5.0,4.0,1.0,40%,60%,12.0,15.0,3.0,6.0,107.0,132.0,57.0,94.0,9.0,4.0,0.0,5.0,,,5.0,8.0,5.0,0.0,,,5.0,1.0,13.0,9.0,0.0,2.0,https://www.flashscore.com/match/xtv5FL8m/#/match-summary/match-summary
liga-portugal,Rio Ave,Portimonense,"['50' Yellow_Away - Moufi F.', '51' Goal_Home - Penalty Pele(Penalty )', '54' Goal_Home - Meshino R.', '78' Goal_Home - Carlos Mane(Gelson D.)', '85' Yellow_Away - Mauricio', '86' Yellow_Away - Fernando']",13,08.01.2021,20:00,3.0,0.0,0.0,0.0,Home,2.11,3.1,4.15,2.11,True,False,False,False,False,False,False,False,1.0,1.0,0.0,40%,60%,16.0,13.0,7.0,3.0,94.0,104.0,26.0,37.0,4.0,7.0,5.0,3.0,,,4.0,4.0,0.0,3.0,,,3.0,4.0,10.0,22.0,0.0,3.0,https://www.flashscore.com/match/tSFIUnH6/#/match-summary/match-summary
ligue-2,Valenciennes,Quevilly Rouen,"['18' Goal_Home - Guillaume B.', '20' Yellow_Away - Diaby A.', '23' Yellow_Away - Bansais D.', '44' Yellow_Home - Ouattara A.', '52' Yellow_Away - Nazon D.', '53' Yellow_Home - D', '57' Goal_Away - Boe-Kane Y.', '57' Penalty_Missed_Away - Haddad M.()', '83' Goal_Away - Gbelle G.(Bansais D.)']",7,11.09.2021,19:00,1.0,2.0,1.0,0.0,Away,2.07,3.3,3.4,3.4,True,False,False,False,False,False,False,False,0.0,0.0,0.0,55%,45%,7.0,13.0,1.0,3.0,93.0,79.0,65.0,57.0,3.0,8.0,3.0,2.0,,,4.0,5.0,2.0,5.0,,,1.0,0.0,17.0,16.0,2.0,3.0,https://www.flashscore.com/match/Ms5uAyMD/#/match-summary/match-summary
serie-a,Inter,Sampdoria,"['04' Goal_Home - Gagliardini R.(Young A.)', '26' Goal_Home - Sanchez A.(Gagliardini R.)', '31' Yellow_Away - Tonelli L.(Nadmierna ostrość)', '35' Goal_Away - Balde K.', '36' Goal_Home - Sanchez A.(Hakimi A.)', '61' Goal_Home - Pinamonti A.(Barella N.)', '68' Yellow_Away - Silva Ad.(Zagranie ręką)', '70' Goal_Home - Martinez L.(Penalty )']",35,08.05.2021,18:00,5.0,1.0,3.0,1.0,Home,1.46,4.75,7.4,1.46,True,True,True,False,False,False,False,False,2.0,0.0,2.0,56%,44%,12.0,13.0,7.0,4.0,81.0,112.0,32.0,48.0,2.0,3.0,3.0,6.0,14.0,12.0,2.0,8.0,2.0,1.0,,,3.0,2.0,10.0,14.0,0.0,2.0,https://www.flashscore.com/match/dtuaG6sE/#/match-summary/match-summary
laliga,Betis,Atl. Madryt,"['05' Goal_Away - Carrasco Y.(Correa A.)', '20' Goal_Home - Tello C.(Moreno A.)']",30,11.04.2021,21:00,1.0,1.0,1.0,1.0,Draw,3.6,3.27,2.24,3.27,False,False,False,True,False,False,False,False,5.0,4.0,1.0,54%,46%,8.0,10.0,4.0,4.0,117.0,99.0,52.0,48.0,1.0,4.0,3.0,2.0,22.0,14.0,5.0,5.0,0.0,3.0,15.0,27.0,3.0,3.0,12.0,13.0,,,https://www.flashscore.com/match/b7GaIKgA/#/match-summary/match-summary
ligue-2,Niort,Sochaux,"['08' Goal_Away - Kalulu A.(Teixeira Maxime)', '36' Yellow_Home - Moutachy J.', '38' Yellow_Away - Thioune O.', '44' Yellow_Away - Teixeira Maxime', '48' Goal_Home - Penalty Sissoko I.(Penalty )', '58' Yellow_Home - Merdji Y.', '62' Yellow_Away - Weissbeck G.', '80' Yellow_Away - Kalulu A.']",29,15.03.2022,19:00,1.0,1.0,0.0,1.0,Draw,3.55,3.0,2.25,3.0,False,False,False,True,True,False,False,False,0.0,0.0,0.0,40%,60%,10.0,7.0,3.0,2.0,127.0,127.0,49.0,58.0,2.0,3.0,5.0,2.0,,,1.0,2.0,1.0,1.0,,,1.0,2.0,14.0,19.0,2.0,4.0,https://www.flashscore.com/match/QF7zoxT3/#/match-summary/match-summary
ligue-1,Angers,Amiens,"['28' Yellow_Home - Bahoken S.(Podcięcie)', '35' Yellow_Away - Monconduit T.(Podcięcie)', '41' Yellow_Away - Ghoddos S.(Podcięcie)', '55' Yellow_Away - Krafth E.(Niesportowe zachowanie)', '55' Yellow_Away - Otero J.(Przytrzymywanie)', '84' Penalty_Missed_Home - Cristian()']",29,16.03.2019,20:00,0.0,0.0,0.0,0.0,Draw,2.17,3.2,3.9,3.2,False,False,False,False,False,False,False,False,4.0,2.0,2.0,53%,47%,11.0,8.0,3.0,4.0,106.0,95.0,60.0,38.0,4.0,4.0,4.0,0.0,17.0,17.0,2.0,1.0,2.0,0.0,,,4.0,3.0,14.0,18.0,1.0,4.0,https://www.flashscore.com/match/M9u9cOL7/#/match-summary/match-summary
